chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,chroma_cqt,chroma_cens,melspectrogram,mfcc,rms,spectral_contrast,poly_features,tonnetz,tempogram
0.43233705,1863.658885808648,2169.5341239577347,3551.4368582805246,0.04640880036225016,0.36168614,0.21771648118282524,1.0974318,-4.581263,0.07144391,21.333509460872605,0.8584635619333123,-0.013053833738787532,0.27510294084624054
0.52206725,2687.535910960557,3246.0793694950225,5861.056225661523,0.052141066953097025,0.41841725,0.23799593920778717,13.174777,4.273243,0.24373958,20.310295914246446,2.8955463176580527,0.015244337097487858,0.22917536513213435
0.47163042,2848.086377063683,3306.4524354236733,6602.57674178841,0.054576216451492875,0.47503442,0.25222300163072536,8.766737,4.609477,0.21544626,22.97381743261518,2.222956558330782,-0.032257943017694496,0.17069866619243315
0.5034914,3034.918366268954,3327.8165323292956,6594.16845929881,0.06742544386175522,0.49822134,0.25926506864717064,18.655985,5.080698,0.28236696,20.17434447113019,2.899962800070876,0.01730855853547035,0.12138888496068079
0.5182998,2983.91783361775,3044.495072143878,5906.647616643286,0.08358385459446938,0.5435032,0.27019071548783324,7.566317,4.5017977,0.21108815,19.80739546300309,3.4024865899068124,0.014949777051586663,0.2755905582465307
0.5270186,2742.945904793318,3150.936893936885,5729.490354555679,0.054697106912940614,0.39788207,0.23241508326998536,17.475742,7.6518617,0.29399577,19.86212084056753,3.497967804870244,-0.04726618143189904,0.2668299221975434
0.45846057,4140.127356446993,3463.563571623414,7934.860352318354,0.12219780017270067,0.51119846,0.24661756237808813,12.0625925,2.3053205,0.24805519,20.562440552976007,3.417077699292316,0.008173365645093699,0.1920117101208357
0.4517765,2436.225463450726,2819.758771273155,4558.464102257885,0.06274600190953575,0.53542113,0.27118707200473924,8.716256,4.611496,0.22439112,19.04869142358824,3.37358179810776,0.01253468601027675,0.25990503035582657
0.470544,2978.089384260656,2935.361312015268,6071.129955374419,0.08076212941316878,0.59683794,0.27169416252771417,17.479359,7.7001863,0.3134246,17.84592103508303,4.693715838806409,0.008427061236845309,0.26759057867210734
0.48137534,1765.3900161094487,2298.929925764365,3684.6777192579334,0.03734970303911038,0.43559435,0.2462924828771689,0.47452226,-5.31227,0.04460441,19.64784410935939,0.4334543984232931,0.018418382203383512,0.1580328527778478
0.32002115,826.7581415298062,1002.8805984153163,1348.45017943958,0.027920703369066928,0.17779543,0.14929244019352422,2.2275505,-9.743698,0.09520268,23.847475001370647,0.48374522155620886,0.09249846462486133,0.07536077485706937
0.4298585,2327.426093585417,3026.348121468931,5209.926829618566,0.04651305258945684,0.41093504,0.2423526875097944,6.5340624,4.4281015,0.17990041,21.613737992272757,2.0060988265081683,-0.028600646442847804,0.21025457332868258
0.4244344,3400.1530801137424,2781.9397518646783,6045.613443002612,0.11655546429097954,0.5684459,0.26709103227986175,3.6115847,-0.40611303,0.15222995,20.900766626460495,2.523919734257145,0.02846305812780445,0.2762743945539393
0.5587808,3418.003016128402,3124.787421621851,6639.2431867381,0.10288502243002465,0.5572472,0.2698369143196043,12.407917,6.559681,0.2804445,18.345603946937548,4.768136849270246,-0.0005346082415824123,0.3012256232376093
0.38531122,2651.6118654362613,3153.6441866466907,5828.23975743155,0.059614477369895315,0.38511702,0.23455380035118664,2.324541,-0.7508656,0.10683086,21.538035422164793,1.3164992479681208,0.018092840023815972,0.23203000121517955
0.4728034,3300.5241797283174,3308.5754303895196,6400.569629964445,0.07956078045253188,0.51369137,0.26079558848597534,0.9501871,-10.730761,0.060809936,19.30652520060437,0.6547198888280512,-0.00011038602710191988,0.10392153221632851
0.34063455,2779.8285571345923,3070.608381736658,5871.30616368155,0.0627857195509783,0.5114892,0.26927460593055347,4.5417967,-1.8949213,0.14469899,21.092233993865037,1.5499743715364698,-0.007469418834139697,0.18553953786215496
0.50834256,2653.3224635078795,2767.103518905272,5346.642669583252,0.07013409749864859,0.4874634,0.25633406283217836,11.38529,3.221727,0.239577,19.571652071092604,3.2602883605005,0.006352371139188817,0.23716585343258903
0.3608023,2245.1949390226105,2713.062850837971,4760.196215744727,0.05199045407636739,0.39971212,0.22040566380789384,8.125742,1.6833932,0.19653517,21.710370680282367,2.4299413202471487,0.05835776203932087,0.2672371828412639
0.40714023,2438.9402140993147,2756.487983955147,5092.885870682566,0.05743528112999585,0.4130466,0.23120736219936716,9.784487,-0.75903076,0.22186622,21.257275450033074,2.855431864578543,0.06768042409054342,0.2630933001832324
0.36478034,2511.7416096302322,2908.597562137125,5112.069088017608,0.06235573176639076,0.53190386,0.26403579987902637,6.9055614,-2.2651794,0.19222319,20.29871030917212,2.641805528179645,0.008116120646541635,0.2171573717622391
0.5547473,2421.4872534764304,2674.3507221074533,4765.496183696546,0.06098545558574307,0.5003726,0.2543872392077749,17.29158,7.1294436,0.3035888,18.16116422683453,4.391124828221108,-0.005050898642234737,0.29602039636990973
0.26170203,2001.0869663686105,2031.1018829076759,3511.953763696062,0.054088863615621686,0.33355808,0.2200897574531404,2.495526,-6.8761435,0.11636374,23.747718562479445,1.1723657118326651,0.017697689780245194,0.27621279245486446
0.4559498,2878.821974635664,3241.083108311666,6206.745801990615,0.06758579747688549,0.4796464,0.25896556691825695,4.302938,3.5953636,0.1518969,20.160256129475233,2.161457408812364,0.0064353649042668375,0.22885812246399218
0.3679885,1812.1308548948598,2118.468520866929,3068.264779955979,0.05522041272649411,0.3671748,0.21913189765411878,1.6598846,-8.349228,0.08699542,22.690617591435437,0.9264043596018057,-0.00042705302783628313,0.27947343362317895
0.5394945,2841.0375581458616,2751.979446302403,5611.641067174197,0.08372420898183836,0.6912151,0.28125908204694844,0.92554003,-1.8665859,0.06964215,19.436952508425016,1.0440850099618713,0.0013170445198472656,0.2574876545034679
0.6128308,3794.7062110791753,3592.0941932092974,7927.518730045472,0.10280556959625954,0.55454147,0.26362802541326474,17.110987,8.05665,0.31990847,16.560393504360704,5.048656666617705,0.016613441191181782,0.2879903028999581
0.3287137,2413.1753854141366,2512.0617185343717,4291.565716155911,0.07183042515251714,0.4233758,0.23968110138193907,2.8238177,-7.145662,0.106645636,21.521440224291453,1.1600476382925085,0.02758561209636242,0.25144158443279174
0.47045353,2010.752662560424,2592.1701767063555,4131.50835066757,0.042796960889619005,0.47768167,0.24718104004957753,1.163053,-1.8524969,0.0752142,21.31512521863058,0.8054009509641702,0.015950151287476934,0.2231888465320926
0.41933516,2563.2427022790307,3131.635244561492,5457.741997780815,0.05492172307519499,0.4123164,0.24049442524610515,11.009217,4.799584,0.2298618,21.83105572746277,2.4649676314174997,0.03451681182739991,0.2595592367202814
0.42191267,2486.9635885465505,2770.834344956188,5445.6504042303595,0.05946313613164564,0.4494721,0.24649754203135363,1.053043,-4.849672,0.06378025,20.587109239609436,0.7559335869820893,0.027253186775893543,0.23344185387105118
0.54535645,2643.630512857598,3197.9053321574916,5675.107350068934,0.0543032739411554,0.6097093,0.2733004732521885,22.146854,7.1134343,0.31442767,19.076511951742674,3.372104637005847,0.0024069386355590316,0.18440268363523443
0.5550865,3133.8108850884896,3142.768422934614,6236.878953112906,0.08094561508814052,0.4555488,0.2553801897853309,6.3495684,5.5753603,0.18942481,19.555007421772498,2.775314967441916,0.0007698666406241324,0.29537146043468687
0.45515138,2543.0962505905027,2937.2287969646018,5259.234864792957,0.063296862604691,0.34615314,0.22582793790592498,3.9810042,3.4217198,0.14784326,20.829179717612195,1.8900465080803117,0.05396589222791168,0.20436703554153085
0.38697016,2615.57191878273,2849.0875200563846,5052.361115730215,0.0707891928701305,0.57472587,0.2730736787147479,13.896626,5.07988,0.29157698,19.55806961411527,4.369775026874483,0.01991111998076431,0.2944254333016119
0.47495857,2482.667783429575,2961.4373801273923,5415.767251596362,0.05351939021222524,0.47092193,0.24711686041155412,10.859588,3.7278101,0.23530829,19.832101863780792,3.1917045167033704,-0.010897155753867406,0.260915837443195
0.44491965,1798.9851331588598,2691.792563958586,3584.403325603473,0.030109552592967014,0.3732167,0.21383135443597384,2.4645805,1.7595693,0.10773119,21.45913603114106,1.016113800030912,0.018477838914002793,0.20481078247521334
0.49485055,2865.158691742386,3294.764081812109,6230.912322525639,0.06534595417114214,0.4102792,0.23052874224127926,3.9562874,2.1802788,0.14351025,19.202271377339667,1.9797862757041305,-0.026975077626487345,0.2983251972329921
0.46700367,2783.4362067581774,2939.921274582135,5803.889904671778,0.0745295574370099,0.45233718,0.24806532513683158,3.2384706,0.058380976,0.13485743,20.72750575916934,2.0260861650402395,0.018171822994528655,0.27401782268522457
0.45724645,3002.343574845629,3129.38489368076,5721.140405046682,0.07613771824519282,0.5120587,0.25749731864207215,2.172824,-7.2787375,0.09622972,20.08348856597697,0.9603052396302972,0.0009746421926062291,0.12200863008385536
0.40645346,1676.8604284937114,2127.4936207878554,3512.6370928973975,0.04373620500831912,0.4437024,0.23084025982640388,3.8200483,2.2038312,0.13862501,21.538440667086466,1.6271347880522689,0.058079207358603765,0.2848429001456632
0.432811,2093.7845914581044,2886.808287329378,4502.231108957769,0.037723247193614286,0.41391283,0.23456397488450323,7.5589914,-0.95941657,0.18243912,22.380058992445253,1.8658744249299122,-0.0003760566222825306,0.1710503034170136
0.40558505,2597.696879086014,2783.4222476693344,5393.000722595782,0.065828076844773,0.40673327,0.2276051819941328,0.77300817,-6.578201,0.06363904,22.225210300684488,0.8049967355774167,0.014568758577254147,0.24767441819942568
0.4024953,3224.203177541525,3210.119530804965,6650.134787544746,0.08279448621553884,0.34438545,0.20936743944295175,6.0985947,-0.295007,0.18045273,22.511115823719326,2.3794191603893995,0.06573948494126981,0.2311097512522221
0.49170756,2436.32947004686,2755.587677890514,4791.387693800793,0.05770721446473327,0.52883804,0.26453701007281244,24.798765,7.340054,0.36651054,18.411038566361423,5.204087617528847,0.030922900994527405,0.25692124102232045
0.45871624,2770.5481857056598,2849.965128572433,5491.025129855601,0.079406122097962,0.55626553,0.26713479543954743,9.45448,3.4210684,0.23593418,20.983496811108374,3.4507923162119,-0.003549511399061619,0.27431197937283186
0.34947708,1670.640059111544,2255.715688028025,3308.054996644011,0.02954496710965088,0.4004587,0.22920502565637227,5.332349,-2.871986,0.13886422,22.74667111858883,1.062238562925987,-0.012455466338665734,0.1541970265114906
0.48118976,1374.7483392360834,1805.9102284641901,2735.8501233552633,0.03032313802714068,0.44641212,0.2409358818551198,7.8674946,2.4669392,0.19083367,21.275347754792364,1.8531231927750653,0.030887823900497137,0.21557006022676092
0.6468519,3225.190619807023,2779.722961638788,5976.155529671778,0.10287454455466395,0.64267516,0.2765778931389684,5.1069407,3.2403402,0.15672372,18.8897478115744,2.366299784169553,-0.0039463925068551516,0.2199288059954565
0.38634822,2478.344010856825,3187.073818697205,5519.808289141109,0.050761497581488735,0.48186073,0.2518210833506894,5.690512,-0.24714099,0.15954846,20.66389030517421,1.7168041116575,0.0165039027922617,0.2085384434701375
0.44818884,3717.949592729109,3711.445392252305,8070.684531008127,0.09439510014532129,0.4637147,0.2508749363138612,2.8852825,0.14102079,0.12583776,21.4094629492464,1.772281655363814,8.561592489335353e-06,0.22802630477934663
0.43229437,2550.804714533164,2616.1717264359377,5052.619447501451,0.07237896035607226,0.52522165,0.264820543058156,4.960454,1.0896133,0.16838166,20.155879297295822,2.5837677842204463,-0.006269113514552626,0.30042135856896995
0.48708832,2527.7457383140495,2729.863442004879,5075.910973327448,0.06532641126626089,0.46454594,0.2604277490635821,7.9085546,4.2408133,0.21008849,19.447021874111698,3.156088248853036,-0.0028559780169359747,0.21786941965564321
0.3689285,1070.4363636530882,1623.898456935827,1761.3393494219233,0.027215824926461813,0.37694553,0.22210977369604273,1.1262823,-4.6274557,0.07299584,23.02033187037485,0.6668928846664087,-0.02700054134903434,0.18215655241285264
0.45600563,3431.7231648927273,3400.770937283075,7216.014699079673,0.09423536081099107,0.57272774,0.26825833554835987,6.3011546,0.54990333,0.18329217,20.743778562877203,2.479055018943348,-0.0016699784359253,0.2288949560210996
0.35145864,1748.098711291039,2043.4364192025416,3147.414301349652,0.045168541100650786,0.37867483,0.21889623871155753,0.040671386,-19.34201,0.011032912,21.195673646047595,0.0939974053424755,0.008000678196025506,0.217988042559814
0.32650727,1459.1058728409478,1192.0739323394318,2550.5429105492935,0.047955805129069176,0.42403567,0.24063704143095918,2.157494,-9.638389,0.107072674,20.455054253586425,1.2094179310353266,-0.006565960214914974,0.17205566345444
0.46474594,3054.8847228751883,2849.5669012613303,5774.831747049148,0.09148967481729534,0.55780375,0.2710295595191014,6.0894017,2.0368085,0.1915907,21.013274839523422,2.963455043247581,0.0009908050370993514,0.2565942318722039
0.39688346,1290.4324370793256,2056.7988376849125,2443.785222765093,0.024926698749675312,0.3674199,0.21912427469186843,10.789804,2.7856548,0.22572723,20.388737477672382,2.225388007318411,0.023077521443157827,0.2773580465445525
0.39398903,2198.556592061474,2841.1931698118774,4664.846792309646,0.046434652808491815,0.38925928,0.24118504899617002,6.703386,3.2548444,0.17915311,21.62250769313404,1.9673162472706567,0.01444321127253447,0.1876703818112255
0.46141466,3424.183378285276,3562.1737057405635,7434.930041995211,0.07144486742065248,0.3415272,0.2256854243546664,18.28835,3.065071,0.3001434,22.233962386456053,3.1535797561954664,-0.025441745572096462,0.17600191560962777
0.369985,2957.9187672631447,3346.2748800900868,6159.046090424245,0.0656390977443609,0.43976083,0.2455295425602314,8.982915,1.6395725,0.21647455,22.69287633873011,2.3849431629097904,0.005677493731864975,0.2079981598296572
0.30178007,2073.0784558501864,1922.5686696723144,3925.68459525566,0.06250708178008045,0.4108223,0.24443785736813323,0.15592515,-14.957393,0.027676072,21.189858738436072,0.3253576168887097,0.025435228183189523,0.2578717072793799
0.34427243,1907.3027468397381,2162.7510884377275,3546.478554929373,0.05535221983530254,0.4814433,0.2548518373747417,4.3323464,-0.017053138,0.14988123,20.92867901938585,1.7754423226947094,0.03915600523508487,0.2418385859604836
0.49803212,2931.65262368935,2939.929635706993,5967.047251414958,0.08319494464452448,0.5026191,0.26682133701587,12.705809,5.6015058,0.2715512,19.49185416263006,4.472730847706704,0.008292483357937058,0.29823836899509315
0.5175944,2110.589432848426,2591.2037680115372,4308.457280681599,0.04812362664363991,0.6208835,0.2751133477755851,4.812522,2.4616482,0.14822021,19.317049483605604,1.7041368563213541,0.00363804286836458,0.14249034504079766
0.46673244,2430.140781108585,3067.4591162016295,5270.151465448433,0.04327941702996988,0.4764856,0.2525343167871524,11.6733465,2.2106905,0.22353029,20.669935468754574,1.9339056829996795,-0.005871045308759852,0.2061741643919475
0.38077632,548.9011807850038,628.6236411847912,990.9523411800986,0.017155836018617972,0.28792548,0.18289934770264135,1.3714763,-6.3074317,0.07762919,21.356999207693793,0.6410894809530202,0.03046716360021108,0.1899968342205958
0.39597115,2653.3970983902964,2836.6562512900864,5321.08449079673,0.06680162415843531,0.47296816,0.254450980489216,17.003637,7.168063,0.3099336,18.717221735352112,4.613824533987694,0.02472277847650677,0.2877472430287654
0.4466316,2350.326709443085,2792.0055966860223,4864.653917436629,0.053351498494134494,0.55244213,0.26159738047006786,19.698984,2.945822,0.28671223,20.43891524654812,2.7796981228224746,-0.014121712506358733,0.16598858650393547
0.3663157,1693.8879437910944,2518.9306411756234,3327.4965457502904,0.031142825551273148,0.36598137,0.21867957079577272,0.5903412,-14.134713,0.040120978,21.211144826512626,0.23375507973431736,0.0242942946734182,0.2049233155828499
0.48734742,3872.2879336380843,3629.4841921910825,8167.850610124807,0.1049173967832747,0.47874817,0.25923155907611034,6.3478665,4.5789895,0.19365789,20.89282318903434,2.8994713892959587,0.04028185831687107,0.18950146667355156
0.4406338,2035.947517462677,2390.9527731446165,3948.651123046875,0.05189510014532129,0.6199234,0.2593189754615127,7.146269,3.2888596,0.19013362,19.65814161815258,2.4649293875933376,0.0022856846156262727,0.2737292772242747
0.27429342,621.2619419963133,583.7125460118821,988.9023535760932,0.02418362081674775,0.25952756,0.16796596887355963,1.4931661,-11.951658,0.07902606,23.363094452359057,0.580602973690447,-0.09327520138605658,0.10854556664311268
0.36704212,2851.140101847138,2855.844133841506,5521.049948299632,0.07843750658158,0.41234687,0.227980199654243,6.6867723,-9.511728,0.18959042,24.144687114964317,2.271268904704789,-0.025888286257467277,0.25316082815743557
0.39316007,2031.6453511528855,2312.3089754970624,3999.500815565741,0.04838099274797639,0.44225433,0.24139153054716594,6.896142,-0.6087864,0.18704054,22.143500371177407,2.2140027935617534,-0.02825130237206397,0.23112126365605226
0.556059,2782.9158724018016,3384.546356963622,6308.028522881192,0.05626236459496079,0.47599658,0.2619219801799261,18.247131,8.040829,0.30620876,19.369257657451183,3.9289175039099598,-0.0027943748951625115,0.2921804831217762
0.37826055,1473.4665953068375,1768.9518414209574,2658.008927383659,0.04209540833877411,0.4485908,0.23760175774996595,6.5140996,1.4137336,0.18169637,21.066340079198877,2.147765798443579,0.04696650626129453,0.18170363848152138
0.5145374,3053.8440807557067,2823.0318198199666,5865.864529919698,0.09626958678208125,0.5559834,0.2698660790556973,6.1659894,2.119797,0.19373202,19.933723651167075,3.3616793913188956,0.01793261582226668,0.27464894488773733
0.529021,3237.623618276712,3162.1557321608007,6624.418276382305,0.08922060052091012,0.6672143,0.27664600276092494,6.7812786,2.588612,0.18227339,19.485074288575426,2.5856099420335235,-0.0044540320883676085,0.239869365529567
0.36035645,2334.3087347162887,2372.7677896388577,4386.715140800358,0.0668236505128367,0.4134368,0.23950783946775064,0.14670548,-15.825546,0.022604946,21.198871257029808,0.26064848422912157,0.00100755800740779,0.1937663006279735
0.40363368,3029.410202232267,3359.599248038948,6541.135446648848,0.06892312188033108,0.4365887,0.2498471201133378,8.439035,3.7680807,0.21108234,21.018015888306856,2.6811889879918986,0.03735404990447223,0.22052420996480218
0.6222199,2903.471756274738,2641.784672309911,5497.733422624807,0.0893923622080411,0.61434597,0.2728287370029671,6.5020013,4.0609746,0.19561797,19.15955772308632,3.151650745164206,-0.004758970161175634,0.24863352831639327
0.5445283,1588.1709275770218,1817.3256458800834,3274.371866987955,0.038217278139325905,0.40257666,0.2332246131969445,2.1311188,0.51190317,0.10151842,20.84946099564463,1.0931722293942188,0.011644214889922623,0.19793091716200487
0.43563342,3064.330164661389,3217.770881507159,6391.6696837812015,0.0696421024550171,0.4993756,0.25443630037563936,21.064144,5.544588,0.3266412,21.139190364588366,3.9075179969071816,0.023835432758465346,0.2325280113517829
0.57891685,2859.911145570016,3317.0004762807507,6164.0210603412825,0.03491897636247482,0.24679074,0.1922699924342529,17.108679,5.9467735,0.2923567,21.58082417254276,2.5045793765064808,0.0461288906650754,0.19095259422021554
0.34361875,1814.417376130864,1910.0612213303552,3333.163178151606,0.05286615523402344,0.41809207,0.23538852090674198,0.8325077,-7.2434573,0.062003274,21.750624683863634,0.6911409370989171,0.026886879224206958,0.22363656616297944
0.3959829,2466.208279994154,3011.2701415353267,5319.934497750581,0.053904877740569915,0.38691697,0.24030184466303534,4.416111,1.861024,0.14966397,21.309497517931817,1.7957652620381563,-0.009210843972051448,0.18559068903623474
0.4440053,2200.5836139329863,2791.3124965762768,4726.604752201045,0.0360280866732658,0.3872594,0.23196865305955855,23.386314,6.058557,0.34519094,21.017384754307734,3.085519508304692,0.00033381090523114187,0.181219519873411
