,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,chroma_cqt,chroma_cens,melspectrogram,mfcc,rms,spectral_contrast,poly_features,tonnetz,tempogram,music
96,0.39688346,1290.4324370793256,2056.7988376849125,2443.7852227650933,0.024926698749675312,0.3674199,0.21912427469186846,10.789804,2.7856548,0.22572723,20.388737477672386,2.2253880073184114,0.023077521443157827,0.2773580465445525,38-Birmingham Sunday.wav
97,0.39398903,2198.556592061474,2841.193169811877,4664.846792309646,0.04643465280849182,0.38925928,0.24118504899617,6.703386,3.2548444,0.17915311,21.62250769313404,1.967316247270657,0.014443211272534468,0.1876703818112255,405-The Visitors.wav
98,0.46141466,3424.183378285276,3562.1737057405635,7434.9300419952115,0.07144486742065248,0.3415272,0.2256854243546664,18.28835,3.065071,0.3001434,22.23396238645605,3.1535797561954664,-0.025441745572096462,0.17600191560962775,20-Another Day in Paradise.wav
99,0.369985,2957.918767263145,3346.274880090087,6159.046090424245,0.0656390977443609,0.43976083,0.2455295425602314,8.982915,1.6395724999999999,0.21647455,22.692876338730112,2.3849431629097904,0.005677493731864975,0.2079981598296572,15-Amerika.wav
100,0.30178007,2073.0784558501864,1922.5686696723144,3925.6845952556605,0.06250708178008045,0.4108223,0.24443785736813325,0.15592515,-14.957393,0.027676072000000003,21.189858738436076,0.3253576168887097,0.025435228183189523,0.2578717072793799,92-Down on Me.wav
101,0.34427243,1907.302746839738,2162.7510884377275,3546.4785549293733,0.05535221983530254,0.4814433,0.2548518373747417,4.3323464000000005,-0.017053138,0.14988123,20.92867901938585,1.7754423226947094,0.03915600523508487,0.2418385859604836,159-Have a Cigar.wav
102,0.49803212,2931.65262368935,2939.929635706993,5967.047251414959,0.08319494464452447,0.5026191,0.26682133701586996,12.705809,5.6015058,0.2715512,19.49185416263006,4.472730847706704,0.008292483357937058,0.29823836899509315,408-Vossa Excelência.wav
103,0.5175944,2110.589432848426,2591.203768011537,4308.4572806815995,0.048123626643639915,0.6208835,0.2751133477755851,4.812522,2.4616482000000004,0.14822021,19.317049483605608,1.704136856321354,0.0036380428683645796,0.14249034504079766,119-Fight the Power.wav
104,0.46673244,2430.140781108585,3067.459116201629,5270.151465448434,0.04327941702996988,0.47648559999999995,0.2525343167871524,11.6733465,2.2106904999999997,0.22353029,20.669935468754574,1.9339056829996797,-0.005871045308759852,0.2061741643919475,127-Freedom for Palestine.wav
105,0.38077632,548.9011807850038,628.6236411847913,990.9523411800985,0.017155836018617972,0.28792548,0.18289934770264132,1.3714763,-6.3074317,0.07762919,21.356999207693796,0.6410894809530202,0.03046716360021108,0.1899968342205958,289-Part of Your World.wav
